,date,state,fips,cases,deaths,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
21325,2022-03-14,Montana,30,272015,3224,1542353.0,1895095.0,690977.0,56.15,144.31,600118.0,64.65,177.31,0.0,509.0,476.0,0.814,279453.0,26.15
21326,2022-03-14,Nebraska,31,476952,4026,3095197.0,3798810.0,1344998.0,62.71,160.01,1212977.0,69.53,196.38,0.0,964.0,498.0,0.815,588652.0,30.43
21327,2022-03-14,Nevada,32,688054,9922,4762122.0,5716910.0,2289987.0,60.01,154.61,1848497.0,74.35,185.6,1972.0,4721.0,1533.0,0.833,692968.0,22.5
21328,2022-03-14,New Hampshire,33,300511,2417,,,,,,,,,,1541.0,1133.0,,,
21329,2022-03-14,New Jersey,34,2181828,33114,16686479.0,21144535.0,7940061.0,74.63,187.86,6628422.0,89.39,238.06,4027.0,7053.0,794.0,0.789,3037127.0,34.19
21330,2022-03-14,New Mexico,35,515554,7080,3796914.0,4281445.0,1811103.0,70.02,181.08,1468159.0,86.37,204.19,1113.0,1710.0,816.0,0.887,711015.0,33.91
21331,2022-03-14,New York,36,4932742,67073,38104180.0,44333945.0,17370136.0,75.87,195.87,14759477.0,89.29,227.9,6813.0,14043.0,722.0,0.859,6556874.0,33.71
21332,2022-03-14,North Carolina,37,2613497,22971,16235815.0,21057400.0,8677011.0,59.65,154.8,6255737.0,82.73,200.77,6015.0,7742.0,738.0,0.771,1605238.0,15.31
21333,2022-03-14,North Dakota,38,239230,2273,1065681.0,1317800.0,491906.0,54.54,139.84,415640.0,64.55,172.93,0.0,102.0,134.0,0.809,167338.0,21.96
21334,2022-03-14,Ohio,39,2663835,37410,17322904.0,22132255.0,7371930.0,57.84,148.2,6761469.0,63.07,189.34,4496.0,5974.0,511.0,0.783,3436180.0,29.4
21335,2022-03-14,Oklahoma,40,1027663,13514,5753597.0,7032030.0,2779208.0,56.31,145.4,2228053.0,70.24,177.71,129.0,2095.0,529.0,0.818,814355.0,20.58
21336,2022-03-14,Oregon,41,699960,6885,7494391.0,9599585.0,3256555.0,68.95,177.69,2908058.0,77.21,227.6,7686.0,3248.0,770.0,0.781,1510053.0,35.8
21337,2022-03-14,Pennsylvania,42,2770077,43845,22228804.0,29068925.0,10712677.0,67.31,173.64,8617276.0,83.68,227.07,14734.0,9720.0,759.0,0.765,3574932.0,27.92
21338,2022-03-14,Rhode Island,44,358209,3422,2144985.0,2504325.0,1026378.0,81.12,202.48,859352.0,96.89,236.4,656.0,879.0,830.0,0.857,446647.0,42.16
21339,2022-03-14,South Carolina,45,1465127,17372,7338540.0,10075475.0,3446302.0,56.34,142.53,2900531.0,66.94,195.69,2694.0,4280.0,831.0,0.728,1123820.0,21.83
21340,2022-03-14,South Dakota,46,236648,2859,1363509.0,1778065.0,665541.0,60.2,154.13,532592.0,75.23,200.99,50.0,563.0,636.0,0.767,214737.0,24.27
21341,2022-03-14,Tennessee,47,1967109,24780,9653557.0,12358030.0,4201993.0,53.8,141.36,3674331.0,61.53,180.96,1.0,4172.0,611.0,0.781,1568357.0,22.97
21342,2022-03-14,Texas,48,6615549,86518,44788647.0,59392095.0,20737551.0,60.37,154.47,17503509.0,71.52,204.83,11182.0,26236.0,905.0,0.754,6335594.0,21.85
21343,2022-03-14,Utah,49,926066,4545,5080108.0,6043550.0,2286420.0,63.42,158.46,2033105.0,71.32,188.51,0.0,1390.0,434.0,0.841,874436.0,27.28
21344,2022-03-14,Vermont,50,114206,608,,,,,,,,,,504.0,808.0,,,
21345,2022-03-14,Virginia,51,1654893,19315,15976546.0,18899505.0,7234882.0,72.29,187.18,6170591.0,84.76,221.42,4861.0,5763.0,675.0,0.845,2845138.0,33.33
21346,2022-03-14,Washington,53,1441186,12292,13942770.0,17000895.0,6092817.0,71.75,183.1,5463322.0,80.01,223.26,6.0,6691.0,879.0,0.82,2765346.0,36.31
21347,2022-03-14,West Virginia,54,495539,6559,2647544.0,3890085.0,1153906.0,56.98,147.73,1021118.0,64.39,217.06,0.0,826.0,461.0,0.681,455012.0,25.39
21348,2022-03-14,Wisconsin,55,1578585,13768,9929440.0,11143045.0,4149649.0,64.88,170.54,3777481.0,71.27,191.38,1795.0,4207.0,723.0,0.891,2075917.0,35.65
21349,2022-03-14,Wyoming,56,155744,1749,734285.0,941585.0,336618.0,50.81,126.87,294070.0,58.16,162.69,4.0,226.0,390.0,0.78,123327.0,21.31
21350,2022-03-15,Alabama,1,1289727,18943,6133930.0,9337440.0,3045185.0,50.48,125.1,2475174.0,62.11,190.44,1851.0,2324.0,474.0,0.657,857292.0,17.48
21351,2022-03-15,Alaska,2,242358,1165,1107985.0,1463365.0,504533.0,61.43,151.46,449359.0,68.97,200.04,836.0,449.0,614.0,0.757,188122.0,25.72
21352,2022-03-15,Arizona,4,1987318,28097,11649977.0,14207420.0,5230429.0,60.49,160.06,4403250.0,71.86,195.19,3736.0,6608.0,908.0,0.82,1767735.0,24.29
21353,2022-03-15,Arkansas,5,827336,10971,4113617.0,5920080.0,1990630.0,53.76,136.31,1622327.0,65.96,196.17,1241.0,1569.0,520.0,0.695,620463.0,20.56
21354,2022-03-15,California,6,9045596,87713,72163799.0,86656165.0,32482164.0,70.84,182.64,27991453.0,82.21,219.31,23342.0,39187.0,992.0,0.833,13710548.0,34.7
21355,2022-03-15,Colorado,8,1333327,12114,10387568.0,11957275.0,4528524.0,69.52,180.38,4003599.0,78.64,207.64,8622.0,4257.0,739.0,0.869,2019980.0,35.08
21356,2022-03-15,Connecticut,9,730811,10675,7346862.0,8372935.0,3362404.0,78.14,206.07,2785828.0,94.31,234.85,1380.0,3546.0,995.0,0.877,1400973.0,39.29
21357,2022-03-15,Delaware,10,258287,2811,1745360.0,2242855.0,799441.0,68.03,179.24,662432.0,82.1,230.33,0.0,626.0,643.0,0.778,292376.0,30.03
21358,2022-03-15,Florida,12,5828601,72055,36344519.0,46039325.0,16829043.0,66.22,169.22,14222654.0,78.36,214.36,8012.0,13342.0,621.0,0.789,5522107.0,25.71
21359,2022-03-15,Georgia,13,2408886,34901,14485399.0,20845295.0,6867046.0,54.0,136.43,5732995.0,64.68,196.33,23331.0,8547.0,805.0,0.695,2042975.0,19.24
21360,2022-03-15,Hawaii,15,231844,1351,2823770.0,3335080.0,1227464.0,77.56,199.44,1098141.0,86.69,235.55,210.0,1024.0,723.0,0.847,548390.0,38.73
21361,2022-03-15,Idaho,16,440019,4823,2381695.0,3245690.0,1081792.0,53.4,133.27,954235.0,60.53,181.62,426.0,967.0,541.0,0.734,392459.0,21.96
21362,2022-03-15,Illinois,17,3055131,37392,,,,,,,,,,8571.0,676.0,,,
21363,2022-03-15,Indiana,18,1691600,23193,9262116.0,12759480.0,4099863.0,54.3,137.58,3655889.0,60.9,189.53,1506.0,3870.0,575.0,0.726,1627568.0,24.18
21364,2022-03-15,Iowa,19,757017,9262,4951157.0,6299155.0,2128453.0,61.36,156.93,1935820.0,67.46,199.65,3555.0,1444.0,458.0,0.786,1006656.0,31.91
21365,2022-03-15,Kansas,20,769892,8057,4476791.0,5789315.0,2149785.0,60.59,153.67,1765274.0,73.79,198.72,1405.0,2179.0,748.0,0.773,735948.0,25.26
21366,2022-03-15,Kentucky,21,1308560,14407,6362285.0,8490375.0,2928925.0,56.76,142.41,2535686.0,65.56,190.04,706.0,3080.0,689.0,0.749,1096260.0,24.54
21367,2022-03-15,Louisiana,22,1230419,16950,6107603.0,7960090.0,2811548.0,52.92,131.38,2460288.0,60.48,171.23,1005.0,4502.0,968.0,0.767,944390.0,20.31
21368,2022-03-15,Maine,23,232647,2147,2718610.0,3215450.0,1200024.0,78.59,202.25,1056360.0,89.27,239.21,1876.0,911.0,678.0,0.845,572994.0,42.63
21369,2022-03-15,Maryland,24,1007305,14271,11601427.0,15136570.0,5155236.0,74.41,191.9,4498733.0,85.27,250.37,4282.0,4795.0,793.0,0.766,2219314.0,36.71
21370,2022-03-15,Massachusetts,25,1683224,19997,14367584.0,16304110.0,6677981.0,77.96,208.45,5373167.0,96.89,236.55,13470.0,5353.0,777.0,0.881,2685973.0,38.97
21371,2022-03-15,Michigan,26,2367648,35171,15384992.0,20215010.0,6635891.0,59.57,154.05,5948977.0,66.45,202.42,1930.0,4574.0,458.0,0.761,3159249.0,31.63
21372,2022-03-15,Minnesota,27,1423015,12489,9965080.0,12057430.0,4203991.0,68.54,176.7,3865209.0,74.54,213.8,929.0,3482.0,617.0,0.826,2174962.0,38.57
21373,2022-03-15,Mississippi,28,793103,12288,3785638.0,5342135.0,1756685.0,51.23,127.2,1524692.0,59.03,179.5,3204.0,1499.0,504.0,0.709,551831.0,18.54
21374,2022-03-15,Missouri,29,1421343,19850,8709112.0,11150305.0,4025496.0,55.39,141.9,3399587.0,65.59,181.68,6098.0,3133.0,510.0,0.781,1405100.0,22.89
21375,2022-03-15,Montana,30,272118,3226,1543241.0,1895295.0,691208.0,56.18,144.39,600392.0,64.67,177.33,888.0,466.0,436.0,0.814,279820.0,26.18
21376,2022-03-15,Nebraska,31,477029,4034,3099837.0,3799510.0,1345950.0,62.77,160.25,1214307.0,69.58,196.42,4640.0,1626.0,841.0,0.816,590614.0,30.53
21377,2022-03-15,Nevada,32,710709,9933,4763229.0,5721510.0,2290412.0,60.03,154.64,1848889.0,74.36,185.75,1107.0,4730.0,1536.0,0.833,693385.0,22.51
21378,2022-03-15,New Hampshire,33,300550,2424,,,,,,,,,,1541.0,1133.0,,,
21379,2022-03-15,New Jersey,34,2182557,33126,16693565.0,21151155.0,7942052.0,74.65,187.94,6630478.0,89.42,238.13,7086.0,6987.0,787.0,0.789,3040243.0,34.23
21380,2022-03-15,New Mexico,35,515656,7105,3797556.0,4282345.0,1811333.0,70.03,181.11,1468350.0,86.38,204.23,642.0,1742.0,831.0,0.887,711243.0,33.92
21381,2022-03-15,New York,36,4935240,67105,38113774.0,44369625.0,17372760.0,75.88,195.92,14762260.0,89.3,228.08,9594.0,13751.0,707.0,0.859,6560618.0,33.72
21382,2022-03-15,North Carolina,37,2614111,22976,16240003.0,21071100.0,8679084.0,59.66,154.84,6256906.0,82.75,200.91,4188.0,7927.0,756.0,0.771,1606276.0,15.32
21383,2022-03-15,North Dakota,38,239283,2275,1065809.0,1317800.0,491940.0,54.55,139.86,415701.0,64.55,172.93,128.0,103.0,135.0,0.809,167375.0,21.96
21384,2022-03-15,Ohio,39,2663835,37410,17325237.0,22141355.0,7372457.0,57.85,148.22,6762337.0,63.07,189.42,2333.0,5938.0,508.0,0.782,3437173.0,29.4
21385,2022-03-15,Oklahoma,40,1028420,13730,5755613.0,7033130.0,2779806.0,56.32,145.46,2228738.0,70.25,177.74,2016.0,2230.0,564.0,0.818,815076.0,20.6
21386,2022-03-15,Oregon,41,700361,6899,7496510.0,9609685.0,3257175.0,68.96,177.74,2908448.0,77.23,227.84,2119.0,3376.0,800.0,0.78,1511023.0,35.83
21387,2022-03-15,Pennsylvania,42,2771090,43909,22234754.0,29080825.0,10714651.0,67.33,173.68,8619198.0,83.7,227.16,5950.0,10051.0,785.0,0.765,3576719.0,27.94
21388,2022-03-15,Rhode Island,44,358429,3423,2145436.0,2505025.0,1027094.0,81.18,202.52,859991.0,96.95,236.47,451.0,878.0,829.0,0.856,447281.0,42.22
21389,2022-03-15,South Carolina,45,1465739,17380,7339799.0,10086675.0,3446750.0,56.34,142.56,2900971.0,66.94,195.91,1259.0,4281.0,831.0,0.728,1124345.0,21.84
21390,2022-03-15,South Dakota,46,236715,2861,1364375.0,1778965.0,665830.0,60.24,154.23,532896.0,75.26,201.09,866.0,550.0,622.0,0.767,215020.0,24.31
21391,2022-03-15,Tennessee,47,1967850,25000,9661414.0,12366430.0,4203710.0,53.83,141.47,3676445.0,61.56,181.08,7857.0,3840.0,562.0,0.781,1571370.0,23.01
21392,2022-03-15,Texas,48,6618765,86589,44832725.0,59425735.0,20768708.0,60.45,154.62,17528045.0,71.63,204.95,44078.0,28965.0,999.0,0.754,6347949.0,21.89
21393,2022-03-15,Utah,49,926160,4550,5099773.0,6045950.0,2290754.0,63.58,159.07,2038507.0,71.45,188.58,19665.0,3695.0,1153.0,0.844,882821.0,27.54
21394,2022-03-15,Vermont,50,114289,608,,,,,,,,,,480.0,769.0,,,
21395,2022-03-15,Virginia,51,1656187,19356,15979403.0,18914125.0,7235747.0,72.3,187.21,6171491.0,84.77,221.59,2857.0,5586.0,654.0,0.845,2846462.0,33.35
21396,2022-03-15,Washington,53,1441390,12292,13954436.0,17000595.0,6095185.0,71.78,183.25,5466261.0,80.04,223.25,11666.0,5646.0,741.0,0.821,2771032.0,36.39
21397,2022-03-15,West Virginia,54,495728,6598,2649152.0,3891845.0,1154289.0,57.0,147.82,1021586.0,64.41,217.16,1608.0,789.0,440.0,0.681,455667.0,25.43
21398,2022-03-15,Wisconsin,55,1579111,13820,9930361.0,11164945.0,4149844.0,64.88,170.55,3777764.0,71.27,191.76,921.0,4150.0,713.0,0.889,2076376.0,35.66
21399,2022-03-15,Wyoming,56,155815,1769,734793.0,941985.0,336787.0,50.85,126.96,294285.0,58.19,162.76,508.0,226.0,390.0,0.78,123567.0,21.35
21400,2022-03-16,Alabama,1,1290165,18944,6136613.0,9344040.0,3045967.0,50.5,125.16,2476199.0,62.12,190.57,2683.0,2386.0,487.0,0.657,858145.0,17.5
21401,2022-03-16,Alaska,2,242815,1166,1108025.0,1464865.0,504539.0,61.43,151.46,449359.0,68.97,200.24,40.0,378.0,517.0,0.756,188122.0,25.72
21402,2022-03-16,Arizona,4,1992471,28547,11656237.0,14211920.0,5232140.0,60.52,160.14,4404914.0,71.88,195.25,6260.0,6691.0,919.0,0.82,1769853.0,24.32
21403,2022-03-16,Arkansas,5,827709,10999,4115448.0,5921480.0,1991116.0,53.78,136.37,1622985.0,65.98,196.22,1831.0,1565.0,519.0,0.695,621175.0,20.58
21404,2022-03-16,California,6,9048717,87869,72203934.0,86699025.0,32494180.0,70.87,182.74,28000511.0,82.24,219.42,40135.0,38961.0,986.0,0.833,13728499.0,34.74
21405,2022-03-16,Colorado,8,1334999,12119,10392018.0,11965375.0,4529548.0,69.54,180.46,4004711.0,78.66,207.78,4450.0,4063.0,706.0,0.869,2021778.0,35.11
21406,2022-03-16,Connecticut,9,731128,10677,7349027.0,8381735.0,3363017.0,78.15,206.13,2786396.0,94.33,235.09,2165.0,3454.0,969.0,0.877,1402029.0,39.32
21407,2022-03-16,Delaware,10,258347,2812,1746240.0,2243655.0,799668.0,68.06,179.33,662698.0,82.12,230.41,880.0,652.0,670.0,0.778,292626.0,30.05
21408,2022-03-16,Florida,12,5829817,72246,36344605.0,46078085.0,16829431.0,66.22,169.22,14223127.0,78.36,214.54,86.0,10257.0,478.0,0.789,5522219.0,25.71
21409,2022-03-16,Georgia,13,2410207,34970,14485449.0,20870895.0,6867234.0,54.0,136.43,5733124.0,64.68,196.57,50.0,7993.0,753.0,0.694,2043030.0,19.24
21410,2022-03-16,Hawaii,15,232845,1365,2826157.0,3337580.0,1228270.0,77.59,199.61,1098640.0,86.75,235.73,2387.0,1095.0,773.0,0.847,549481.0,38.81
21411,2022-03-16,Idaho,16,440874,4835,2382727.0,3247090.0,1082047.0,53.41,133.33,954547.0,60.55,181.7,1032.0,1003.0,561.0,0.734,392782.0,21.98
21412,2022-03-16,Illinois,17,3056169,37419,,,,,,,,,,8706.0,687.0,,,
21413,2022-03-16,Indiana,18,1691929,23229,9265595.0,12771980.0,4100631.0,54.32,137.63,3656889.0,60.91,189.71,3479.0,3865.0,574.0,0.725,1629049.0,24.2
21414,2022-03-16,Iowa,19,757265,9349,4952757.0,6318955.0,2128809.0,61.37,156.98,1936322.0,67.47,200.28,1600.0,1449.0,459.0,0.784,1007372.0,31.93
21415,2022-03-16,Kansas,20,770116,8118,4478344.0,5790715.0,2150241.0,60.61,153.72,1765693.0,73.81,198.77,1553.0,1968.0,676.0,0.773,736536.0,25.28
21416,2022-03-16,Kentucky,21,1309022,14412,6364830.0,8498075.0,2929634.0,56.77,142.46,2536474.0,65.57,190.21,2545.0,3005.0,673.0,0.749,1097242.0,24.56
21417,2022-03-16,Louisiana,22,1230609,16960,6110191.0,7962650.0,2812222.0,52.95,131.44,2461340.0,60.49,171.28,2588.0,4516.0,971.0,0.767,945301.0,20.33
21418,2022-03-16,Maine,23,232953,2167,,,,,,,,,,874.0,650.0,,,
21419,2022-03-16,Maryland,24,1007637,14280,11606157.0,15162870.0,5156516.0,74.43,191.97,4499863.0,85.29,250.81,4730.0,4633.0,766.0,0.765,2221431.0,36.74
21420,2022-03-16,Massachusetts,25,1684036,20012,14371860.0,16318310.0,6679344.0,77.97,208.51,5374123.0,96.91,236.75,4276.0,5176.0,751.0,0.881,2687779.0,39.0
21421,2022-03-16,Michigan,26,2369750,35314,15389332.0,20226510.0,6636918.0,59.58,154.1,5950255.0,66.46,202.53,4340.0,4486.0,449.0,0.761,3161199.0,31.65
21422,2022-03-16,Minnesota,27,1423893,12512,9968531.0,12064730.0,4204685.0,68.55,176.76,3866020.0,74.56,213.93,3451.0,3355.0,595.0,0.826,2176562.0,38.59
21423,2022-03-16,Mississippi,28,793201,12308,3787172.0,5345915.0,1757143.0,51.25,127.25,1525309.0,59.04,179.63,1534.0,1498.0,503.0,0.708,552378.0,18.56
21424,2022-03-16,Missouri,29,1421831,19853,8711919.0,11164905.0,4026372.0,55.4,141.95,3400392.0,65.6,181.92,2807.0,2875.0,468.0,0.78,1406296.0,22.91
21425,2022-03-16,Montana,30,272190,3228,1543262.0,1896595.0,691222.0,56.18,144.4,600400.0,64.67,177.45,21.0,379.0,355.0,0.814,279829.0,26.18
21426,2022-03-16,Nebraska,31,477109,4044,3101078.0,3800810.0,1346242.0,62.79,160.31,1214628.0,69.59,196.48,1241.0,1024.0,529.0,0.816,591116.0,30.56
21427,2022-03-16,Nevada,32,710709,9949,4765079.0,5722810.0,2291011.0,60.04,154.7,1849339.0,74.38,185.8,1850.0,4638.0,1506.0,0.833,694192.0,22.54
21428,2022-03-16,New Hampshire,33,300692,2428,,,,,,,,,,1541.0,1133.0,,,
21429,2022-03-16,New Jersey,34,2184240,33136,16700701.0,21176855.0,7944016.0,74.67,188.02,6632578.0,89.44,238.42,7136.0,6704.0,755.0,0.789,3043351.0,34.26
21430,2022-03-16,New Mexico,35,515849,7118,3799157.0,4284245.0,1811658.0,70.05,181.19,1468726.0,86.4,204.32,1601.0,1727.0,824.0,0.887,711781.0,33.95
21431,2022-03-16,New York,36,4937364,67145,38129707.0,44392845.0,17376730.0,75.91,196.0,14766854.0,89.32,228.2,15933.0,13459.0,692.0,0.859,6566936.0,33.76
21432,2022-03-16,North Carolina,37,2615637,23015,16246060.0,21096800.0,8681622.0,59.68,154.9,6258995.0,82.78,201.15,6057.0,7837.0,747.0,0.77,1608180.0,15.33
21433,2022-03-16,North Dakota,38,239339,2276,1065896.0,1318100.0,491967.0,54.56,139.87,415744.0,64.56,172.96,87.0,99.0,130.0,0.809,167398.0,21.97
21434,2022-03-16,Ohio,39,2663835,37410,17330784.0,22154955.0,7373720.0,57.87,148.26,6763928.0,63.08,189.54,5547.0,5781.0,495.0,0.782,3439399.0,29.42
21435,2022-03-16,Oklahoma,40,1028420,13730,5755924.0,7034930.0,2780004.0,56.33,145.46,2228871.0,70.26,177.79,311.0,2208.0,558.0,0.818,815159.0,20.6
21436,2022-03-16,Oregon,41,700660,6933,7499331.0,9613085.0,3257811.0,68.97,177.8,2909059.0,77.24,227.92,2821.0,3320.0,787.0,0.78,1512421.0,35.86
21437,2022-03-16,Pennsylvania,42,2772116,43962,22243436.0,29098425.0,10717480.0,67.35,173.75,8621690.0,83.72,227.3,8682.0,8962.0,700.0,0.764,3579552.0,27.96
21438,2022-03-16,Rhode Island,44,358637,3427,2146406.0,2506925.0,1027413.0,81.2,202.61,860233.0,96.98,236.65,970.0,882.0,833.0,0.856,447622.0,42.25
21439,2022-03-16,South Carolina,45,1465739,17380,7341961.0,10094075.0,3447431.0,56.36,142.6,2901702.0,66.96,196.05,2162.0,4249.0,825.0,0.727,1125068.0,21.85
21440,2022-03-16,South Dakota,46,236750,2870,1365121.0,1781165.0,666057.0,60.26,154.31,533114.0,75.29,201.34,746.0,563.0,636.0,0.766,215305.0,24.34
21441,2022-03-16,Tennessee,47,1968277,25143,9665002.0,12372730.0,4204484.0,53.85,141.53,3677363.0,61.57,181.17,3588.0,3716.0,544.0,0.781,1572539.0,23.03
21442,2022-03-16,Texas,48,6621684,86687,44868529.0,59477235.0,20783338.0,60.48,154.74,17538002.0,71.68,205.12,35804.0,29487.0,1017.0,0.754,6356771.0,21.92
21443,2022-03-16,Utah,49,926344,4553,5100934.0,6049150.0,2291082.0,63.6,159.11,2038829.0,71.46,188.68,1161.0,3010.0,939.0,0.843,883340.0,27.55
21444,2022-03-16,Vermont,50,114535,609,,,,,,,,,,455.0,729.0,,,
21445,2022-03-16,Virginia,51,1657409,19392,15986497.0,18921725.0,7237259.0,72.32,187.29,6173036.0,84.79,221.68,7094.0,5904.0,692.0,0.845,2849860.0,33.39
21446,2022-03-16,Washington,53,1443641,12348,13963937.0,17012895.0,6097229.0,71.81,183.38,5468432.0,80.07,223.42,9501.0,6063.0,796.0,0.821,2775875.0,36.45
21447,2022-03-16,West Virginia,54,495960,6622,2649826.0,3892945.0,1154492.0,57.02,147.86,1021806.0,64.42,217.22,674.0,776.0,433.0,0.681,455962.0,25.44
21448,2022-03-16,Wisconsin,55,1579613,13868,9933799.0,11169245.0,4150489.0,64.9,170.61,3778622.0,71.28,191.83,3438.0,4051.0,696.0,0.889,2078078.0,35.69
21449,2022-03-16,Wyoming,56,155815,1769,735005.0,942285.0,336848.0,50.86,127.0,294355.0,58.2,162.81,212.0,228.0,394.0,0.78,123659.0,21.37
21450,2022-03-17,Alabama,1,1290692,18998,6138900.0,9349340.0,3046606.0,50.52,125.2,2477117.0,62.14,190.68,2287.0,2087.0,426.0,0.657,858951.0,17.52
21451,2022-03-17,Alaska,2,242815,1166,1108082.0,1467065.0,504566.0,61.43,151.47,449380.0,68.97,200.54,57.0,283.0,387.0,0.755,188128.0,25.72
21452,2022-03-17,Arizona,4,1992471,28547,11662231.0,14229120.0,5233530.0,60.54,160.22,4406487.0,71.9,195.49,5994.0,6408.0,880.0,0.82,1771872.0,24.34
21453,2022-03-17,Arkansas,5,828166,11030,4115482.0,5924080.0,1991174.0,53.78,136.37,1623014.0,65.98,196.3,34.0,1555.0,515.0,0.695,621200.0,20.58
21454,2022-03-17,California,6,9054556,88015,72240851.0,86798425.0,32503647.0,70.89,182.83,28009145.0,82.26,219.67,36917.0,37317.0,944.0,0.832,13745440.0,34.79
21455,2022-03-17,Colorado,8,1336171,12134,10396327.0,11975575.0,4530538.0,69.56,180.53,4005753.0,78.67,207.95,4309.0,3935.0,683.0,0.868,2023645.0,35.14
21456,2022-03-17,Connecticut,9,731532,10677,7351934.0,8388235.0,3363752.0,78.17,206.21,2786975.0,94.35,235.28,2907.0,3352.0,940.0,0.876,1403622.0,39.37
21457,2022-03-17,Delaware,10,258428,2812,1747068.0,2248655.0,799874.0,68.08,179.41,662913.0,82.14,230.92,828.0,643.0,660.0,0.777,292907.0,30.08
21458,2022-03-17,Florida,12,5831359,72443,36371536.0,46105385.0,16837600.0,66.25,169.35,14229442.0,78.4,214.67,26931.0,12003.0,559.0,0.789,5531796.0,25.76
21459,2022-03-17,Georgia,13,2411217,35044,14490924.0,20877295.0,6868790.0,54.01,136.48,5734815.0,64.69,196.63,5475.0,7046.0,664.0,0.694,2044956.0,19.26
21460,2022-03-17,Hawaii,15,232845,1365,2826979.0,3339080.0,1228549.0,77.6,199.66,1098786.0,86.77,235.83,822.0,1080.0,763.0,0.847,549856.0,38.84
21461,2022-03-17,Idaho,16,441467,4838,2383661.0,3251290.0,1082275.0,53.43,133.38,954809.0,60.56,181.93,934.0,898.0,502.0,0.733,393133.0,22.0
21462,2022-03-17,Illinois,17,3057341,37438,,,,,,,,,,8840.0,698.0,,,
21463,2022-03-17,Indiana,18,1692255,23250,9269896.0,12788880.0,4101578.0,54.34,137.69,3658109.0,60.92,189.97,4301.0,3789.0,563.0,0.725,1630832.0,24.22
21464,2022-03-17,Iowa,19,757334,9349,4954495.0,6323255.0,2129180.0,61.39,157.03,1936826.0,67.48,200.42,1738.0,1464.0,464.0,0.784,1008197.0,31.95
21465,2022-03-17,Kansas,20,770117,8118,4480360.0,5791815.0,2150791.0,60.63,153.79,1766204.0,73.83,198.81,2016.0,1446.0,496.0,0.774,737361.0,25.31
21466,2022-03-17,Kentucky,21,1309941,14424,6367748.0,8506775.0,2930401.0,56.79,142.53,2537387.0,65.59,190.41,2918.0,2916.0,653.0,0.749,1098399.0,24.59
21467,2022-03-17,Louisiana,22,1230793,16981,6113102.0,7969350.0,2813034.0,52.97,131.5,2462260.0,60.51,171.43,2911.0,3331.0,717.0,0.767,946430.0,20.36
21468,2022-03-17,Maine,23,233237,2179,,,,,,,,,,838.0,623.0,,,
21469,2022-03-17,Maryland,24,1008012,14282,11611964.0,15174470.0,5158014.0,74.45,192.07,4501261.0,85.32,251.0,5807.0,4585.0,758.0,0.765,2224118.0,36.79
21470,2022-03-17,Massachusetts,25,1685055,20023,14377119.0,16328510.0,6680973.0,77.99,208.59,5375341.0,96.93,236.9,5259.0,5009.0,727.0,0.88,2689958.0,39.03
21471,2022-03-17,Michigan,26,2369750,35314,15394339.0,20255110.0,6638082.0,59.59,154.15,5951610.0,66.47,202.82,5007.0,4391.0,440.0,0.76,3163593.0,31.68
21472,2022-03-17,Minnesota,27,1424317,12522,9972230.0,12071530.0,4205407.0,68.57,176.82,3866906.0,74.57,214.05,3699.0,3237.0,574.0,0.826,2178229.0,38.62
21473,2022-03-17,Mississippi,28,793278,12319,3789095.0,5348915.0,1757754.0,51.28,127.32,1526028.0,59.06,179.73,1923.0,1499.0,504.0,0.708,553104.0,18.58
21474,2022-03-17,Missouri,29,1422254,19856,8715204.0,11170005.0,4027306.0,55.42,142.0,3401479.0,65.62,182.0,3285.0,2796.0,456.0,0.78,1407550.0,22.93
21475,2022-03-17,Montana,30,272277,3231,1544575.0,1897795.0,691489.0,56.21,144.52,600755.0,64.7,177.57,1313.0,479.0,448.0,0.814,280429.0,26.24
21476,2022-03-17,Nebraska,31,477187,4046,3101085.0,3802810.0,1346271.0,62.79,160.31,1214654.0,69.6,196.59,7.0,860.0,445.0,0.815,591133.0,30.56
21477,2022-03-17,Nevada,32,710848,9949,4766561.0,5727510.0,2291529.0,60.05,154.75,1849772.0,74.4,185.95,1482.0,3026.0,982.0,0.832,694756.0,22.56
21478,2022-03-17,New Hampshire,33,300799,2431,,,,,,,,,,1541.0,1133.0,,,
21479,2022-03-17,New Jersey,34,2185323,33149,16707522.0,21195955.0,7945903.0,74.69,188.1,6634523.0,89.46,238.63,6821.0,6470.0,728.0,0.788,3046417.0,34.3
21480,2022-03-17,New Mexico,35,516055,7130,3800944.0,4286845.0,1812251.0,70.07,181.27,1469183.0,86.43,204.44,1787.0,1662.0,793.0,0.887,712443.0,33.98
21481,2022-03-17,New York,36,4939755,67172,38144703.0,44434845.0,17380638.0,75.93,196.08,14771307.0,89.34,228.41,14996.0,13269.0,682.0,0.858,6572786.0,33.79
21482,2022-03-17,North Carolina,37,2616873,23040,16252421.0,21108000.0,8684129.0,59.69,154.96,6260694.0,82.8,201.26,6361.0,7228.0,689.0,0.77,1610273.0,15.35
