,date,state,fips,cases,deaths,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
2902,2021-03-11,Arizona,4,830465,16464,2350374.0,2909125.0,1496266.0,10.88,32.29,792205.0,20.56,39.97,56815.0,52921.0,7271.0,0.808,,
2903,2021-03-11,Arkansas,5,326040,5410,800091.0,1209300.0,514556.0,9.47,26.51,285811.0,17.05,40.07,907.0,13675.0,4531.0,0.662,,
2904,2021-03-11,California,6,3615174,55132,11220508.0,15725740.0,7600220.0,8.96,28.4,3541495.0,19.24,39.8,158003.0,194328.0,4918.0,0.714,,
2905,2021-03-11,Colorado,8,442599,6108,1764066.0,2298570.0,1133732.0,11.12,30.63,640244.0,19.69,39.91,69590.0,38451.0,6677.0,0.767,,
2906,2021-03-11,Connecticut,9,289392,7761,,,,,,,,,,33083.0,9279.0,,,
2907,2021-03-11,Delaware,10,89680,1494,299695.0,419015.0,184777.0,11.11,30.78,108208.0,18.98,43.03,14433.0,7643.0,7849.0,0.715,,
2908,2021-03-11,Florida,12,1962643,32039,6332072.0,8595895.0,3963502.0,10.15,29.48,2179625.0,18.45,40.02,261899.0,145410.0,6770.0,0.737,,
2909,2021-03-11,Georgia,13,1004918,17570,2483900.0,3923755.0,1474110.0,8.82,23.39,936451.0,13.88,36.96,74902.0,42373.0,3991.0,0.633,,
2910,2021-03-11,Hawaii,15,27998,445,489283.0,667030.0,304606.0,13.33,34.56,188723.0,21.51,47.11,13424.0,11146.0,7872.0,0.734,,
2911,2021-03-11,Idaho,16,174729,1909,507965.0,649425.0,315010.0,10.48,28.42,187365.0,17.63,36.34,10431.0,11396.0,6377.0,0.782,,
2912,2021-03-11,Illinois,17,1208072,23122,3777731.0,5031335.0,2512334.0,9.83,29.81,1245707.0,19.83,39.7,105135.0,95719.0,7554.0,0.751,,
2913,2021-03-11,Indiana,18,673349,12802,1979075.0,2516910.0,1212721.0,11.37,29.4,765301.0,18.01,37.39,44663.0,40220.0,5974.0,0.786,,
2914,2021-03-11,Iowa,19,341837,5622,999390.0,1231655.0,680387.0,10.76,31.68,339509.0,21.56,39.04,29513.0,32297.0,10237.0,0.811,,
2915,2021-03-11,Kansas,20,300302,4851,796242.0,1206795.0,548492.0,9.78,27.33,284796.0,18.83,41.42,26606.0,19300.0,6625.0,0.66,,
2916,2021-03-11,Kentucky,21,417631,5052,1357068.0,1765905.0,922079.0,10.46,30.38,467334.0,20.64,39.53,38260.0,34243.0,7665.0,0.768,,
2917,2021-03-11,Louisiana,22,435935,9828,1340630.0,1824270.0,846690.0,10.49,28.84,487828.0,18.21,39.24,31351.0,28794.0,6194.0,0.735,,
2918,2021-03-11,Maine,23,46441,723,442593.0,581920.0,297824.0,11.71,32.93,157423.0,22.16,43.29,1150.0,15438.0,11485.0,0.761,,
2919,2021-03-11,Maryland,24,390672,8014,1812309.0,2390890.0,1211872.0,11.39,29.98,688419.0,20.05,39.55,51228.0,44967.0,7438.0,0.758,,
2920,2021-03-11,Massachusetts,25,597073,16551,2376322.0,2859820.0,1608665.0,11.26,34.48,776259.0,23.34,41.49,62406.0,62186.0,9022.0,0.831,,
2921,2021-03-11,Michigan,26,664079,16712,2899309.0,3826540.0,1880098.0,10.52,29.03,1050447.0,18.83,38.32,67990.0,60359.0,6044.0,0.758,,
2922,2021-03-11,Minnesota,27,494174,6792,1823592.0,2210960.0,1213677.0,11.46,32.34,646257.0,21.52,39.2,51625.0,44388.0,7871.0,0.825,,
2923,2021-03-11,Mississippi,28,299124,6864,823604.0,1195775.0,538774.0,10.03,27.67,298373.0,18.1,40.18,22298.0,19713.0,6624.0,0.689,,
2924,2021-03-11,Missouri,29,576523,8743,1724580.0,2249725.0,1085613.0,9.48,28.1,581876.0,17.69,36.66,39218.0,38020.0,6195.0,0.767,,
2925,2021-03-11,Montana,30,101561,1392,359446.0,450635.0,230731.0,12.26,33.63,131017.0,21.59,42.16,9815.0,8348.0,7811.0,0.798,,
2926,2021-03-11,Nebraska,31,204417,2234,629765.0,786200.0,411300.0,11.71,32.56,226435.0,21.26,40.64,22392.0,16610.0,8587.0,0.801,,
2927,2021-03-11,Nevada,32,297813,5080,904504.0,1161380.0,568912.0,10.28,29.37,316682.0,18.47,37.71,25859.0,22049.0,7158.0,0.779,,
2928,2021-03-11,New Hampshire,33,77764,1191,418658.0,547455.0,306918.0,9.91,30.79,134741.0,22.57,40.26,13292.0,9833.0,7232.0,0.765,,
2929,2021-03-11,New Jersey,34,826631,23737,2834934.0,3402540.0,1958556.0,11.24,31.92,998133.0,22.05,38.31,119985.0,72811.0,8197.0,0.833,,
2930,2021-03-11,New Mexico,35,187720,3847,867690.0,997385.0,563149.0,15.08,41.38,316298.0,26.86,47.57,27057.0,17684.0,8434.0,0.87,,
2931,2021-03-11,New York,36,1720456,48208,5840907.0,7894985.0,3892844.0,9.77,30.02,1899848.0,20.01,40.58,149196.0,158585.0,8152.0,0.74,,
2932,2021-03-11,North Carolina,37,881110,11649,3048105.0,4121260.0,1950352.0,10.22,29.06,1071902.0,18.6,39.29,69074.0,55226.0,5266.0,0.74,,
2933,2021-03-11,North Dakota,38,100757,1485,286495.0,339590.0,178388.0,12.66,37.59,96489.0,23.41,44.56,5738.0,5744.0,7537.0,0.844,,
2934,2021-03-11,Ohio,39,984934,17662,3391091.0,4589515.0,2161650.0,10.63,29.01,1242387.0,18.49,39.26,74611.0,77234.0,6607.0,0.739,,
2935,2021-03-11,Oklahoma,40,430944,4701,1364914.0,1915285.0,863480.0,12.29,34.49,486421.0,21.82,48.4,30096.0,26214.0,6625.0,0.713,,
2936,2021-03-11,Oregon,41,158649,2323,1239800.0,1629635.0,785467.0,10.62,29.39,448006.0,18.62,38.64,965.0,23823.0,5648.0,0.761,,
2937,2021-03-11,Pennsylvania,42,963552,24533,3737143.0,5157695.0,2530355.0,9.4,29.19,1203908.0,19.77,40.29,99129.0,100106.0,7820.0,0.725,,
2938,2021-03-11,Rhode Island,44,130120,2563,350979.0,433095.0,252545.0,9.57,33.13,101364.0,23.84,40.88,9982.0,8574.0,8094.0,0.81,,
2939,2021-03-11,South Carolina,45,529392,8822,1461672.0,1890025.0,928283.0,10.32,28.39,531345.0,18.03,36.71,38656.0,36988.0,7184.0,0.773,,
2940,2021-03-11,South Dakota,46,114163,1905,339564.0,440745.0,221398.0,13.53,38.38,119696.0,25.03,49.82,7505.0,6400.0,7234.0,0.77,,
2941,2021-03-11,Tennessee,47,773907,11520,1757433.0,2568860.0,1123145.0,8.89,25.73,607004.0,16.45,37.62,45921.0,37837.0,5540.0,0.684,,
2942,2021-03-11,Texas,48,2713387,46168,7730664.0,10660615.0,4893813.0,8.96,26.66,2598847.0,16.88,36.77,201009.0,193081.0,6659.0,0.725,,
2943,2021-03-11,Utah,49,377031,2015,903758.0,1134110.0,529682.0,7.62,28.19,244148.0,16.52,35.38,659.0,22481.0,7012.0,0.797,,
2944,2021-03-11,Vermont,50,16500,211,212062.0,289750.0,135916.0,11.48,33.98,71639.0,21.78,46.44,4952.0,5185.0,8309.0,0.732,,
2945,2021-03-11,Virginia,51,590625,9902,2685399.0,3190155.0,1730680.0,11.55,31.46,985449.0,20.28,37.38,68617.0,57278.0,6711.0,0.842,,
2946,2021-03-11,Washington,53,350661,5167,2381471.0,3034110.0,1515461.0,11.22,31.27,854645.0,19.9,39.84,78051.0,62656.0,8228.0,0.785,,
2947,2021-03-11,West Virginia,54,134496,2338,626149.0,778825.0,379579.0,13.32,34.94,238717.0,21.18,43.46,15036.0,10386.0,5795.0,0.804,,
2948,2021-03-11,Wisconsin,55,623801,7162,1881901.0,2210455.0,1199903.0,11.48,32.32,668194.0,20.61,37.96,42079.0,40802.0,7008.0,0.851,,
2949,2021-03-11,Wyoming,56,55112,691,190570.0,262995.0,116948.0,12.3,32.93,71215.0,20.21,45.44,390.0,3911.0,6758.0,0.725,,
2950,2021-03-12,Alabama,1,502711,10299,1249205.0,1838400.0,816418.0,9.63,25.48,472325.0,16.65,37.49,39403.0,26375.0,5379.0,0.68,,
2951,2021-03-12,Alaska,2,59796,292,318526.0,470325.0,193951.0,16.97,43.54,124170.0,26.51,64.29,5161.0,5294.0,7237.0,0.677,,
2952,2021-03-12,Arizona,4,831832,16519,2418267.0,3000645.0,1529482.0,11.35,33.22,826020.0,21.01,41.22,67893.0,54235.0,7451.0,0.806,,
2953,2021-03-12,Arkansas,5,326499,5437,836608.0,1222370.0,541936.0,9.85,27.72,297193.0,17.96,40.51,36517.0,16122.0,5342.0,0.684,,
2954,2021-03-12,California,6,3617479,55336,11428034.0,16057300.0,7738923.0,9.15,28.92,3614744.0,19.59,40.64,207526.0,193794.0,4905.0,0.712,,
2955,2021-03-12,Colorado,8,443842,6113,1817050.0,2331020.0,1165790.0,11.55,31.55,665380.0,20.24,40.48,52984.0,41169.0,7149.0,0.78,,
2956,2021-03-12,Connecticut,9,290577,7765,,,,,,,,,,34813.0,9764.0,,,
2957,2021-03-12,Delaware,10,89911,1496,307982.0,419015.0,190252.0,11.43,31.63,111344.0,19.54,43.03,8287.0,7564.0,7768.0,0.735,,
2958,2021-03-12,Florida,12,1967857,32144,6613352.0,8877915.0,4076435.0,10.44,30.79,2243267.0,18.98,41.34,281280.0,166386.0,7747.0,0.745,,
2959,2021-03-12,Georgia,13,1006519,17615,2598432.0,3980645.0,1548497.0,9.23,24.47,979717.0,14.58,37.49,114532.0,49346.0,4648.0,0.653,,
2960,2021-03-12,Hawaii,15,28156,446,503482.0,676520.0,314009.0,13.68,35.56,193632.0,22.18,47.78,14199.0,11641.0,8222.0,0.744,,
2961,2021-03-12,Idaho,16,175068,1912,522505.0,669775.0,324180.0,10.83,29.24,193479.0,18.14,37.48,14540.0,11431.0,6397.0,0.78,,
2962,2021-03-12,Illinois,17,1209847,23163,3925271.0,5044435.0,2603710.0,10.5,30.98,1329918.0,20.55,39.81,147540.0,102980.0,8127.0,0.778,,
2963,2021-03-12,Indiana,18,674293,12824,2030306.0,2536330.0,1239957.0,11.76,30.16,792015.0,18.42,37.67,51231.0,40240.0,5977.0,0.8,,
2964,2021-03-12,Iowa,19,342343,5632,1034296.0,1257345.0,699106.0,11.4,32.78,359687.0,22.16,39.85,34906.0,33312.0,10558.0,0.823,,
2965,2021-03-12,Kansas,20,300698,4824,847260.0,1251145.0,582831.0,10.42,29.08,303570.0,20.01,42.95,51018.0,23459.0,8052.0,0.677,,
2966,2021-03-12,Kentucky,21,418540,5080,1401175.0,1770615.0,953333.0,10.85,31.36,484809.0,21.34,39.63,44107.0,34069.0,7626.0,0.791,,
2967,2021-03-12,Louisiana,22,436482,9861,1379998.0,1834230.0,872278.0,10.87,29.69,505211.0,18.76,39.46,39368.0,28694.0,6172.0,0.752,,
2968,2021-03-12,Maine,23,46650,723,476530.0,582520.0,320144.0,12.82,35.45,172270.0,23.82,43.34,33937.0,13488.0,10034.0,0.818,,
2969,2021-03-12,Maryland,24,391662,8030,1859444.0,2405820.0,1245004.0,11.68,30.76,706296.0,20.59,39.79,47135.0,44438.0,7350.0,0.773,,
2970,2021-03-12,Massachusetts,25,598859,16580,2443419.0,2861490.0,1650762.0,11.77,35.45,811452.0,23.95,41.52,67097.0,62530.0,9072.0,0.854,,
2971,2021-03-12,Michigan,26,666844,16720,2983009.0,3847200.0,1936578.0,10.84,29.87,1082171.0,19.39,38.52,83700.0,61128.0,6121.0,0.775,,
2972,2021-03-12,Minnesota,27,495276,6805,1874674.0,2234040.0,1249489.0,11.79,33.24,664825.0,22.16,39.61,51082.0,44590.0,7907.0,0.839,,
2973,2021-03-12,Mississippi,28,299887,6883,824528.0,1218895.0,539704.0,10.04,27.7,298916.0,18.13,40.96,924.0,16281.0,5470.0,0.676,,
2974,2021-03-12,Missouri,29,577371,8752,1759789.0,2383325.0,1110044.0,9.75,28.67,598136.0,18.09,38.83,35209.0,36508.0,5948.0,0.738,,
2975,2021-03-12,Montana,30,101683,1393,370463.0,465945.0,237009.0,12.77,34.66,136470.0,22.18,43.6,11017.0,8310.0,7775.0,0.795,,
2976,2021-03-12,Nebraska,31,204722,2236,653385.0,816830.0,421931.0,12.43,33.78,240487.0,21.81,42.23,23620.0,16882.0,8727.0,0.8,,
2977,2021-03-12,Nevada,32,298706,5099,930754.0,1166260.0,585867.0,10.66,30.22,328394.0,19.02,37.86,26250.0,22496.0,7304.0,0.798,,
2978,2021-03-12,New Hampshire,33,78074,1195,431296.0,548625.0,315641.0,10.36,31.72,140893.0,23.21,40.35,12638.0,10400.0,7649.0,0.786,,
2979,2021-03-12,New Jersey,34,830847,23854,2916801.0,3517135.0,2018387.0,11.57,32.84,1027702.0,22.72,39.6,81867.0,73389.0,8262.0,0.829,,
2980,2021-03-12,New Mexico,35,187984,3851,895586.0,1024955.0,581690.0,15.56,42.71,326268.0,27.74,48.88,27896.0,18517.0,8831.0,0.874,,
2981,2021-03-12,New York,36,1728900,48277,5999720.0,8007325.0,4010039.0,10.04,30.84,1954049.0,20.61,41.16,158813.0,162157.0,8336.0,0.749,,
2982,2021-03-12,North Carolina,37,883075,11688,3165928.0,4132380.0,2014895.0,10.77,30.19,1129823.0,19.21,39.4,117823.0,69359.0,6613.0,0.766,,
2983,2021-03-12,North Dakota,38,100878,1486,297605.0,343200.0,186005.0,13.25,39.05,100996.0,24.41,45.04,11110.0,6046.0,7934.0,0.867,,
2984,2021-03-12,Ohio,39,986740,17871,3494036.0,4614085.0,2232778.0,11.01,29.89,1287051.0,19.1,39.47,102945.0,82275.0,7039.0,0.757,,
2985,2021-03-12,Oklahoma,40,431366,4701,1398278.0,1975455.0,891158.0,12.46,35.34,493020.0,22.52,49.92,33364.0,26463.0,6688.0,0.708,,
2986,2021-03-12,Oregon,41,159130,2328,1271685.0,1634415.0,806341.0,10.94,30.15,461440.0,19.12,38.75,31885.0,24816.0,5884.0,0.778,,
2987,2021-03-12,Pennsylvania,42,966620,24576,3759104.0,5193895.0,2548224.0,9.46,29.36,1211482.0,19.9,40.57,21961.0,84202.0,6577.0,0.724,,
2988,2021-03-12,Rhode Island,44,130502,2567,359501.0,437405.0,258664.0,9.85,33.94,104330.0,24.42,41.29,8522.0,8425.0,7953.0,0.822,,
2989,2021-03-12,South Carolina,45,530880,8833,1493376.0,1894535.0,950186.0,10.59,29.0,545192.0,18.45,36.8,31704.0,37286.0,7242.0,0.788,,
2990,2021-03-12,South Dakota,46,114347,1907,349016.0,449235.0,226056.0,14.13,39.45,125023.0,25.55,50.78,9452.0,6376.0,7207.0,0.777,,
2991,2021-03-12,Tennessee,47,775589,11536,1812050.0,2668520.0,1161962.0,9.13,26.53,623522.0,17.01,39.08,54617.0,38803.0,5682.0,0.679,,
2992,2021-03-12,Texas,48,2718585,46391,8005490.0,10885765.0,5100346.0,9.28,27.61,2691427.0,17.59,37.54,274826.0,202045.0,6968.0,0.735,,
2993,2021-03-12,Utah,49,377550,2017,945378.0,1140260.0,562291.0,7.94,29.49,254461.0,17.54,35.57,41620.0,21233.0,6623.0,0.829,,
2994,2021-03-12,Vermont,50,16623,212,217495.0,289750.0,139766.0,11.71,34.86,73038.0,22.4,46.44,5433.0,5416.0,8680.0,0.751,,
2995,2021-03-12,Virginia,51,592214,9961,2753938.0,3221575.0,1776967.0,11.91,32.26,1016300.0,20.82,37.74,68539.0,58784.0,6887.0,0.855,,
2996,2021-03-12,Washington,53,351419,5183,2441777.0,3106330.0,1555378.0,11.54,32.07,878520.0,20.43,40.79,60306.0,62964.0,8269.0,0.786,,
2997,2021-03-12,West Virginia,54,134842,2511,651835.0,778825.0,397640.0,13.77,36.37,246830.0,22.19,43.46,25686.0,11052.0,6167.0,0.837,,
2998,2021-03-12,Wisconsin,55,624508,7167,1944768.0,2215335.0,1240451.0,11.88,33.4,691938.0,21.3,38.05,62867.0,41145.0,7067.0,0.878,,
2999,2021-03-12,Wyoming,56,55163,691,199232.0,270015.0,121792.0,12.97,34.42,75057.0,21.04,46.65,8662.0,4646.0,8028.0,0.738,,
3000,2021-03-13,Alabama,1,503305,10327,1288242.0,1918560.0,841394.0,10.05,26.27,492755.0,17.16,39.13,39037.0,26935.0,5493.0,0.671,,
3001,2021-03-13,Alaska,2,59796,292,324271.0,472395.0,197436.0,17.31,44.33,126647.0,26.99,64.57,5745.0,5092.0,6961.0,0.686,,
3002,2021-03-13,Arizona,4,832094,16546,2484603.0,3024585.0,1562876.0,11.8,34.14,858909.0,21.47,41.55,66336.0,62981.0,8653.0,0.821,,
3003,2021-03-13,Arkansas,5,326813,5455,882630.0,1251620.0,579022.0,10.27,29.25,309784.0,19.19,41.47,46022.0,19784.0,6556.0,0.705,,
3004,2021-03-13,California,6,3621217,56373,11881857.0,16376020.0,8025538.0,9.67,30.07,3819191.0,20.31,41.45,453823.0,209548.0,5303.0,0.726,,
3005,2021-03-13,Colorado,8,445139,6118,1878538.0,2345060.0,1199979.0,12.07,32.62,695032.0,20.84,40.72,61488.0,42625.0,7402.0,0.801,,
3006,2021-03-13,Connecticut,9,290577,7765,1411525.0,1659085.0,933227.0,13.92,39.59,496388.0,26.18,46.53,,36344.0,10194.0,0.851,,
3007,2021-03-13,Delaware,10,90156,1504,317790.0,422015.0,196931.0,11.85,32.64,115412.0,20.22,43.34,9808.0,7598.0,7803.0,0.753,,
3008,2021-03-13,Florida,12,1973101,32224,7007792.0,9145275.0,4325176.0,11.17,32.63,2399551.0,20.14,42.58,394440.0,188491.0,8776.0,0.766,,
3009,2021-03-13,Georgia,13,1007740,17666,2681373.0,3980645.0,1608162.0,9.5,25.25,1008364.0,15.15,37.49,82941.0,53327.0,5023.0,0.674,,
3010,2021-03-13,Hawaii,15,28218,447,517061.0,681200.0,322222.0,14.06,36.52,199012.0,22.76,48.11,13579.0,11817.0,8346.0,0.759,,
3011,2021-03-13,Idaho,16,175305,1913,536191.0,671845.0,332271.0,11.19,30.0,199911.0,18.59,37.59,13686.0,11251.0,6296.0,0.798,,
3012,2021-03-13,Illinois,17,1211440,23188,4197357.0,5167015.0,2754782.0,11.54,33.12,1461858.0,21.74,40.78,272086.0,122334.0,9654.0,0.812,,
3013,2021-03-13,Indiana,18,675127,12846,2127154.0,2537330.0,1297780.0,12.44,31.6,837244.0,19.28,37.69,96848.0,46622.0,6925.0,0.838,,
3014,2021-03-13,Iowa,19,342705,5634,1114523.0,1288785.0,734296.0,12.92,35.32,407675.0,23.27,40.85,80227.0,36182.0,11468.0,0.865,,
3015,2021-03-13,Kansas,20,300702,4824,850639.0,1257325.0,586038.0,10.51,29.2,306140.0,20.12,43.16,3379.0,20392.0,7000.0,0.677,,
3016,2021-03-13,Kentucky,21,419195,5113,1492234.0,1798045.0,1020088.0,11.59,33.4,517761.0,22.83,40.25,91059.0,40384.0,9039.0,0.83,,
3017,2021-03-13,Louisiana,22,436482,9861,1464259.0,1890870.0,925322.0,11.63,31.5,540820.0,19.9,40.67,84261.0,40621.0,8738.0,0.774,,
3018,2021-03-13,Maine,23,46856,724,477511.0,583690.0,321118.0,12.86,35.52,172875.0,23.89,43.42,981.0,11286.0,8396.0,0.818,,
3019,2021-03-13,Maryland,24,392763,8038,1922161.0,2430150.0,1291426.0,11.99,31.79,725097.0,21.36,40.2,62717.0,45112.0,7462.0,0.791,,
3020,2021-03-13,Massachusetts,25,600616,16614,2561749.0,2891100.0,1717752.0,12.68,37.17,874031.0,24.92,41.95,118330.0,68528.0,9942.0,0.886,,
3021,2021-03-13,Michigan,26,668771,16759,3076878.0,3925470.0,2001598.0,11.17,30.81,1115924.0,20.04,39.31,93869.0,62789.0,6287.0,0.784,,
3022,2021-03-13,Minnesota,27,496463,6809,2000813.0,2263220.0,1330070.0,12.68,35.48,715226.0,23.58,40.13,126139.0,53259.0,9444.0,0.884,,
3023,2021-03-13,Mississippi,28,300577,6896,896984.0,1239205.0,589064.0,10.96,30.14,326150.0,19.79,41.64,72456.0,22880.0,7688.0,0.724,,
3024,2021-03-13,Missouri,29,577932,8769,1867231.0,2415805.0,1186989.0,10.31,30.42,632916.0,19.34,39.36,107442.0,45011.0,7334.0,0.773,,
3025,2021-03-13,Montana,30,101801,1393,383241.0,481155.0,243698.0,13.42,35.86,143387.0,22.8,45.02,12778.0,8448.0,7904.0,0.797,,
3026,2021-03-13,Nebraska,31,204886,2236,666329.0,833730.0,428913.0,12.79,34.45,247438.0,22.17,43.1,12944.0,18600.0,9615.0,0.799,,
3027,2021-03-13,Nevada,32,299142,5119,958706.0,1169770.0,603756.0,11.04,31.13,339960.0,19.6,37.98,27952.0,22668.0,7359.0,0.82,,
3028,2021-03-13,New Hampshire,33,78319,1199,450103.0,565165.0,327787.0,11.08,33.1,150592.0,24.11,41.57,18807.0,11285.0,8300.0,0.796,,
3029,2021-03-13,New Jersey,34,834714,23888,3011319.0,3577765.0,2090835.0,11.98,33.9,1063758.0,23.54,40.28,94518.0,76089.0,8566.0,0.842,,
3030,2021-03-13,New Mexico,35,188167,3852,913253.0,1035005.0,591927.0,15.96,43.55,334582.0,28.23,49.36,17667.0,16020.0,7640.0,0.882,,
3031,2021-03-13,New York,36,1734933,48370,6295058.0,8237955.0,4226184.0,10.53,32.36,2048700.0,21.72,42.35,295338.0,178982.0,9200.0,0.764,,
3032,2021-03-13,North Carolina,37,883888,11716,3391675.0,4267910.0,2181724.0,11.5,32.34,1206651.0,20.8,40.69,225747.0,90125.0,8593.0,0.795,,
3033,2021-03-13,North Dakota,38,100973,1488,308699.0,344370.0,192137.0,14.02,40.51,106812.0,25.21,45.19,11094.0,6367.0,8355.0,0.896,,
3034,2021-03-13,Ohio,39,988298,17871,3624261.0,4748935.0,2319341.0,11.49,31.01,1342826.0,19.84,40.63,130225.0,85292.0,7297.0,0.763,,
3035,2021-03-13,Oklahoma,40,431991,4701,1435464.0,1981405.0,920680.0,12.7,36.28,502588.0,23.27,50.07,37186.0,27045.0,6835.0,0.724,,
3036,2021-03-13,Oregon,41,159427,2329,1334042.0,1642605.0,847034.0,11.53,31.63,486303.0,20.08,38.95,62357.0,28025.0,6645.0,0.812,,
3037,2021-03-13,Pennsylvania,42,969095,24576,4093668.0,5446125.0,2751412.0,10.48,31.98,1341625.0,21.49,42.54,334564.0,113553.0,8870.0,0.752,,
3038,2021-03-13,Rhode Island,44,130502,2567,367414.0,463415.0,263449.0,10.22,34.68,108252.0,24.87,43.74,7913.0,8162.0,7705.0,0.793,,
3039,2021-03-13,South Carolina,45,532549,8870,1583500.0,1935035.0,1017396.0,11.16,30.76,574452.0,19.76,37.58,90124.0,42704.0,8294.0,0.818,,
3040,2021-03-13,South Dakota,46,114493,1909,360667.0,457035.0,232966.0,14.73,40.77,130331.0,26.33,51.66,11651.0,6584.0,7442.0,0.789,,
3041,2021-03-13,Tennessee,47,775718,11536,1865861.0,2718400.0,1201964.0,9.37,27.32,639623.0,17.6,39.81,53811.0,40729.0,5964.0,0.686,,
3042,2021-03-13,Texas,48,2721431,46532,8261238.0,10967665.0,5293079.0,9.58,28.49,2776633.0,18.25,37.82,255748.0,204566.0,7055.0,0.753,,
3043,2021-03-13,Utah,49,378041,2021,977728.0,1144940.0,587893.0,8.15,30.5,261200.0,18.34,35.71,32350.0,20756.0,6474.0,0.854,,
3044,2021-03-13,Vermont,50,16698,214,231610.0,292890.0,149120.0,12.46,37.12,77757.0,23.9,46.94,14115.0,6755.0,10826.0,0.791,,
3045,2021-03-13,Virginia,51,593562,9985,2827745.0,3291575.0,1827363.0,12.27,33.13,1047507.0,21.41,38.56,73807.0,62152.0,7282.0,0.859,,
3046,2021-03-13,Washington,53,352116,5183,2501778.0,3132270.0,1597377.0,11.84,32.85,901869.0,20.98,41.13,60001.0,61473.0,8073.0,0.799,,
3047,2021-03-13,West Virginia,54,135149,2519,679347.0,823965.0,414266.0,14.41,37.91,258175.0,23.12,45.98,27512.0,12176.0,6794.0,0.824,,
3048,2021-03-13,Wisconsin,55,625045,7180,2071836.0,2233235.0,1323842.0,12.66,35.58,737344.0,22.74,38.36,127068.0,50069.0,8599.0,0.928,,
3049,2021-03-13,Wyoming,56,55163,691,206091.0,270015.0,125878.0,13.48,35.61,78002.0,21.75,46.65,6859.0,4085.0,7058.0,0.763,,
3050,2021-03-14,Alabama,1,503673,10327,1298612.0,1918560.0,849337.0,10.15,26.49,497653.0,17.32,39.13,10370.0,26926.0,5492.0,0.677,,
3051,2021-03-14,Alaska,2,59796,292,333357.0,472395.0,202410.0,17.89,45.57,130857.0,27.67,64.57,9086.0,5473.0,7481.0,0.706,,
3052,2021-03-14,Arizona,4,832743,16553,2557630.0,3024585.0,1602626.0,12.25,35.14,891501.0,22.02,41.55,73027.0,56433.0,7753.0,0.846,,
3053,2021-03-14,Arkansas,5,326943,5474,882630.0,1251620.0,579157.0,10.27,29.25,309827.0,19.19,41.47,0.0,16767.0,5556.0,0.705,,
3054,2021-03-14,California,6,3623465,56523,11883375.0,16376020.0,8027407.0,9.67,30.08,3819878.0,20.32,41.45,1518.0,178375.0,4514.0,0.726,,
3055,2021-03-14,Colorado,8,445953,6118,1878639.0,2345060.0,1200280.0,12.07,32.62,695186.0,20.84,40.72,101.0,36020.0,6255.0,0.801,,
3056,2021-03-14,Connecticut,9,290577,7765,1411532.0,1659085.0,933367.0,13.92,39.59,496443.0,26.18,46.53,7.0,30845.0,8651.0,0.851,,
3057,2021-03-14,Delaware,10,90381,1507,317790.0,422015.0,197168.0,11.87,32.64,115574.0,20.25,43.34,0.0,6046.0,6209.0,0.753,,
3058,2021-03-14,Florida,12,1976800,32254,7108286.0,9145275.0,4387617.0,11.39,33.1,2445584.0,20.43,42.58,100494.0,172548.0,8034.0,0.777,,
3059,2021-03-14,Georgia,13,1008542,17665,2754347.0,3981815.0,1662522.0,9.74,25.94,1033760.0,15.66,37.5,72974.0,55396.0,5217.0,0.692,,
3060,2021-03-14,Hawaii,15,28268,448,528035.0,681200.0,329359.0,14.34,37.29,202968.0,23.26,48.11,10974.0,13143.0,9283.0,0.775,,
3061,2021-03-14,Idaho,16,175305,1913,550174.0,671845.0,340495.0,11.56,30.79,206561.0,19.05,37.59,13983.0,11304.0,6325.0,0.819,,
3062,2021-03-14,Illinois,17,1212895,23206,4197470.0,5167015.0,2755219.0,11.54,33.12,1462024.0,21.74,40.78,113.0,103399.0,8160.0,0.812,,
3063,2021-03-14,Indiana,18,675822,12856,2127229.0,2537330.0,1297939.0,12.44,31.6,837398.0,19.28,37.69,75.0,40366.0,5996.0,0.838,,
3064,2021-03-14,Iowa,19,342886,5642,1114556.0,1288785.0,734394.0,12.92,35.33,407760.0,23.28,40.85,33.0,29727.0,9422.0,0.865,,
3065,2021-03-14,Kansas,20,300702,4824,900500.0,1257325.0,618089.0,11.1,30.91,323386.0,21.22,43.16,49861.0,23738.0,8148.0,0.716,,
3066,2021-03-14,Kentucky,21,419578,5123,1496894.0,1798045.0,1022830.0,11.64,33.51,520049.0,22.89,40.25,4660.0,34676.0,7762.0,0.833,,
3067,2021-03-14,Louisiana,22,437393,9884,1464377.0,1890870.0,925437.0,11.63,31.5,540865.0,19.91,40.67,118.0,40490.0,8710.0,0.774,,
3068,2021-03-14,Maine,23,47025,724,510397.0,583690.0,343171.0,13.8,37.97,185511.0,25.53,43.42,32886.0,15838.0,11782.0,0.874,,
3069,2021-03-14,Maryland,24,393623,8048,1961982.0,2430150.0,1316888.0,12.25,32.45,740659.0,21.78,40.2,39821.0,45196.0,7476.0,0.807,,
3070,2021-03-14,Massachusetts,25,602308,16645,2561749.0,2891100.0,1718071.0,12.68,37.17,874199.0,24.93,41.95,0.0,59056.0,8568.0,0.886,,
